,category,id,item_nm,item_price,url,img_url
503,table,517673,원목 라운디시 소파 사이드테이블 소 [H55],"32,800원",https://ohou.se/productions/517673/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160274003464138958.jpg?gif=1&w=480&h=480&c=c
504,table,120263,합판가구 라왕합판 소파테이블,"210,000원",https://ohou.se/productions/120263/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1557221347531_k.jpg?gif=1&w=480&h=480&c=c
505,table,831136,몰타 세라믹 티테이블 1400,"416,000원",https://ohou.se/productions/831136/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/15650448060176_Bgj82.jpg?gif=1&w=480&h=480&c=c
506,table,596277,모듈가구 원형테이블 9colors,"93,900원",https://ohou.se/productions/596277/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162503822234657178.JPG?gif=1&w=480&h=480&c=c
507,table,203228,모우라 좌식 테이블 좌식 책상,"67,000원",https://ohou.se/productions/203228/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157371195468546903.jpg?gif=1&w=480&h=480&c=c
508,table,969852,통원목 에코 다이닝 거실 소파테이블 1300DA,"409,000원",https://ohou.se/productions/969852/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162883347988305485.jpg?gif=1&w=480&h=480&c=c
509,table,439011,브룬 1600 소파테이블,"138,000원",https://ohou.se/productions/439011/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162546395248187099.jpg?gif=1&w=480&h=480&c=c
510,table,312564,스위트 내추럴 900 접이식 테이블 NE0142,"39,900원",https://ohou.se/productions/312564/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158985421375290894.jpg?gif=1&w=480&h=480&c=c
511,table,845717,바로 침대 노트북 원목 와이드 사이드 테이블,"33,000원",https://ohou.se/productions/845717/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162190509164975209.jpg?gif=1&w=480&h=480&c=c
512,table,358188,BENWOOD 사이드테이블 D60 YC14H,"49,900원",https://ohou.se/productions/358188/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1591606285_117501_1.jpg?gif=1&w=480&h=480&c=c
513,table,594037,카라1200 리프트 테이블,"133,000원",https://ohou.se/productions/594037/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160683516828529576.jpg?gif=1&w=480&h=480&c=c
514,table,457432,라움 엔젤 화이트 스퀘어 소파 테이블 1800,"198,000원",https://ohou.se/productions/457432/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159800033969893400.jpg?gif=1&w=480&h=480&c=c
515,table,457421,라움 엔젤 화이트 타원형 소파 테이블 1800,"198,000원",https://ohou.se/productions/457421/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159799974673851856.PNG?gif=1&w=480&h=480&c=c
516,table,439383,트랜스포머 리프트 거실 테이블 800 기본형 18T lift_800,"99,000원",https://ohou.se/productions/439383/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159660335531509581.jpg?gif=1&w=480&h=480&c=c
517,table,79389,GOSI 스탠딩 접이식테이블 2size,"59,900원",https://ohou.se/productions/79389/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1551233535462_xFv1oB.jpg?gif=1&w=480&h=480&c=c
518,table,442457,원목 사이드테이블 침대 소파 보조테이블,"29,900원",https://ohou.se/productions/442457/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159678107068075361.jpg?gif=1&w=480&h=480&c=c
519,table,743048,이동식 높이조절 사이드 테이블 800*400,"22,900원",https://ohou.se/productions/743048/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1615519968_109371_13.jpg?gif=1&w=480&h=480&c=c
520,table,596629,프라하 골드 프레임 대리석 원형 거실테이블,"390,000원",https://ohou.se/productions/596629/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160697380659841001.jpg?gif=1&w=480&h=480&c=c
521,table,440789,장방형 온열 테이블 코타츠 JCW-105,"194,000원",https://ohou.se/productions/440789/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159901161494392284.JPG?gif=1&w=480&h=480&c=c
522,table,952597,[리퍼] 이태리 천연대리석 원형 소파테이블 800,"385,000원",https://ohou.se/productions/952597/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161483982601556200.jpg?gif=1&w=480&h=480&c=c
523,table,898350,철재 800 좁고 긴 사이드 테이블 대리석 8colors,"63,500원",https://ohou.se/productions/898350/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162493141858535043.jpg?gif=1&w=480&h=480&c=c
524,table,750076,[빠른배송] 임스 와이어 베이스 로우 테이블 2color,"379,000원",https://ohou.se/productions/750076/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161605092562317759.jpg?gif=1&w=480&h=480&c=c
525,table,704793,퓨어 릴리 하이그로시 리프트업 테이블 1200,"379,000원",https://ohou.se/productions/704793/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161404048093812664.jpg?gif=1&w=480&h=480&c=c
526,table,368580,화산석 원목 거실 테이블 MR-01,"189,000원",https://ohou.se/productions/368580/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159219915310690319.jpg?gif=1&w=480&h=480&c=c
527,table,500656,[리퍼] 높이조절 각도조절 사이드테이블,"16,000원",https://ohou.se/productions/500656/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160127674264276955.jpg?gif=1&w=480&h=480&c=c
528,table,772909,라탄 테이블 매거진랙 잡지꽂이,"73,000원",https://ohou.se/productions/772909/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162391092615343318.jpg?gif=1&w=480&h=480&c=c
529,table,705724,카타민 800/1200 리프트 테이블,"114,900원",https://ohou.se/productions/705724/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161405530895059848.jpg?gif=1&w=480&h=480&c=c
530,table,306790,세로 높이조절 사이드테이블,"29,900원",https://ohou.se/productions/306790/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162252129314786522.jpg?gif=1&w=480&h=480&c=c
531,table,80443,소나무 원목 접이식테이블,"89,900원",https://ohou.se/productions/80443/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162562185441282688.jpg?gif=1&w=480&h=480&c=c
532,table,1003868,[리퍼] 몬스 직사각 대리석 골드 사이드 거실 테이블 CNM094C,"59,900원",https://ohou.se/productions/1003868/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163100135977100046.jpg?gif=1&w=480&h=480&c=c
533,table,940410,화이트 타원 거실 테이블 (1200x600) - 사다리꼴 무광블랙 다리,"79,900원",https://ohou.se/productions/940410/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162702037513120647.jpg?gif=1&w=480&h=480&c=c
534,table,126929,합판가구 라왕합판 원형 협탁,"162,000원",https://ohou.se/productions/126929/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1558593119561_DSA6nlGd1S.jpg?gif=1&w=480&h=480&c=c
535,table,315033,해링본 사각 거실 테이블 (1200x600) - 사다리꼴 무광블랙 다리,"87,900원",https://ohou.se/productions/315033/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158993614343264808.jpg?gif=1&w=480&h=480&c=c
536,table,812673,[리퍼] 비아 원목 거실테이블 (1100),"38,900원",https://ohou.se/productions/812673/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1619756627_106964_1.jpg?gif=1&w=480&h=480&c=c
537,table,400219,네스토 리프트 1200 테이블 2colors,"84,500원",https://ohou.se/productions/400219/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159410329586104492.jpg?gif=1&w=480&h=480&c=c
538,table,873353,소파/침대 위더 사이드 테이블,"30,700원",https://ohou.se/productions/873353/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162322708857615081.jpg?gif=1&w=480&h=480&c=c
539,table,107686,엠마 라운드 소파테이블,"169,900원",https://ohou.se/productions/107686/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1553496058_101261_1.jpg?gif=1&w=480&h=480&c=c
540,table,364393,몬스 원형 대리석 골드 사이드 거실 테이블 CNM016C,"113,000원",https://ohou.se/productions/364393/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1591860900_113402_1.jpg?gif=1&w=480&h=480&c=c
541,table,623845,포르테 거실 리프트 테이블 1150 (4colors),"169,000원",https://ohou.se/productions/623845/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160860172885444096.jpg?gif=1&w=480&h=480&c=c
542,table,478954,밀크 소파테이블 타원형 900,"188,000원",https://ohou.se/productions/478954/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1599805020_101007_1.jpg?gif=1&w=480&h=480&c=c
543,table,25591,[쿠폰할인] 스카겐 소파테이블,"169,000원",https://ohou.se/productions/25591/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads%2Fproductions%2F1490754768_100076_1.jpg?gif=1&w=480&h=480&c=c
544,table,568273,리즈 대리석 협탁 원형패키지A 침대 쇼파 사이드테이블,"168,000원",https://ohou.se/productions/568273/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1605253638_109546_12.jpg?gif=1&w=480&h=480&c=c
545,table,168974,간이테이블 2colors,"14,900원",https://ohou.se/productions/168974/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162684286675256528.jpg?gif=1&w=480&h=480&c=c
546,table,246539,웨이브 좌식테이블,"10,900원",https://ohou.se/productions/246539/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1582163634_108516_12.jpg?gif=1&w=480&h=480&c=c
547,table,206422,레인 거실 소파 테이블,"163,800원",https://ohou.se/productions/206422/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157434735277147597.jpg?gif=1&w=480&h=480&c=c
548,table,635453,피카소 꿈 액자테이블 접이식 밥상,"18,900원",https://ohou.se/productions/635453/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1609390011_118887_12.jpg?gif=1&w=480&h=480&c=c
549,table,760066,파르마 대리석 사각 골드 거실 티테이블,"320,000원",https://ohou.se/productions/760066/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161667961640138028.jpg?gif=1&w=480&h=480&c=c
550,table,602008,[리퍼]솔향기 원목 거실 테이블(3size/4colors),"19,900원",https://ohou.se/productions/602008/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160740410925877366.jpg?gif=1&w=480&h=480&c=c
551,table,775497,확장형 1200 와이드 거실 소파 슬라이딩 원목 좌식 테이블,"159,000원",https://ohou.se/productions/775497/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163278720888739829.jpg?gif=1&w=480&h=480&c=c
552,table,598860,DIY 샵바오밥 원목 좌식 소파 테이블 2color/Atype,"79,000원",https://ohou.se/productions/598860/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160792664352963410.JPG?gif=1&w=480&h=480&c=c
553,table,421392,마이테이블(대) 사이드 소파 간이 3colors,"14,900원",https://ohou.se/productions/421392/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159549017792773099.jpg?gif=1&w=480&h=480&c=c
554,table,356848,모딜리아니 대리석 엑스 골드 소파 테이블,"157,000원",https://ohou.se/productions/356848/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/15650448088990_lAMaT.jpg?gif=1&w=480&h=480&c=c
555,table,345726,클로버 테이블 화이트,"23,900원",https://ohou.se/productions/345726/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159098410862191360.JPG?gif=1&w=480&h=480&c=c
556,table,460556,수입빈티지엔틱 보나끄 아이보리 사각 거실테이블,"312,000원",https://ohou.se/productions/460556/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1598403525_101077_1.jpg?gif=1&w=480&h=480&c=c
557,table,169142,비나스 비앙코 대리석 골드 프레임 원형 거실 테이블,"145,000원",https://ohou.se/productions/169142/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156637571488852701.jpg?gif=1&w=480&h=480&c=c
558,table,420751,철제 보조 사이드테이블 (원형),"51,000원",https://ohou.se/productions/420751/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159547786281679238.jpg?gif=1&w=480&h=480&c=c
559,table,308407,모듈 랙 E-1,"152,000원",https://ohou.se/productions/308407/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158952943649890619.jpg?gif=1&w=480&h=480&c=c
560,table,89598,멀바우 사이드테이블,"76,000원",https://ohou.se/productions/89598/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1550640900242_W.jpg?gif=1&w=480&h=480&c=c
561,table,555189,[리퍼] 디웰 멀바우원목 사이드테이블 (600),"37,900원",https://ohou.se/productions/555189/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1604629572_107126_1.jpg?gif=1&w=480&h=480&c=c
562,table,277238,5단계 높이조절 하이그로시 쌍다리 접이식 테이블 21type,"39,900원",https://ohou.se/productions/277238/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158669771803320296.jpg?gif=1&w=480&h=480&c=c
563,table,887293,모듈 아크릴 미니테이블 보조 협탁 선반 카페소품 - 원형,"75,000원",https://ohou.se/productions/887293/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162425694117105217.png?gif=1&w=480&h=480&c=c
564,table,836108,페블 강화유리 테이블,"250,000원",https://ohou.se/productions/836108/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162123397670632486.jpg?gif=1&w=480&h=480&c=c
565,table,621833,리아 버터플라이 거실 테이블,"100,000원",https://ohou.se/productions/621833/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1608526412_103614_1.jpg?gif=1&w=480&h=480&c=c
566,table,199731,로우와이드 세라믹 직사각 골드 소파테이블,"300,000원",https://ohou.se/productions/199731/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157311241765153988.jpg?gif=1&w=480&h=480&c=c
567,table,909673,[리퍼] 미소 원목 거실테이블 2size,"39,900원",https://ohou.se/productions/909673/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162548507883317273.jpg?gif=1&w=480&h=480&c=c
568,table,485532,오스카 마블 멀바우 테이블 거실 좌탁 탁자 900,"49,900원",https://ohou.se/productions/485532/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1600320803_107708_12.jpg?gif=1&w=480&h=480&c=c
569,table,394658,사각다리 스탠드 미니 다용도 테이블 소 H26 5colors,"22,800원",https://ohou.se/productions/394658/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159401995650799113.jpg?gif=1&w=480&h=480&c=c
570,table,641037,고무나무 원목 리프트업 거실 소파 테이블 ATYPE(철재다리),"239,000원",https://ohou.se/productions/641037/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161260154196691897.jpg?gif=1&w=480&h=480&c=c
571,table,106861,[할인쿠폰] 트로카 원형 세라믹 거실테이블 화이트 2종 택1,"299,000원",https://ohou.se/productions/106861/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1553144535985_rF.jpg?gif=1&w=480&h=480&c=c
572,table,101834,미마스 1200 포세린 소파테이블 2colors,"299,000원",https://ohou.se/productions/101834/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1551942172943_CUSvE8Q.jpg?gif=1&w=480&h=480&c=c
573,table,555963,플랜트 원목 1100 높은 소파테이블,"99,000원",https://ohou.se/productions/555963/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1604644220_100751_1.jpg?gif=1&w=480&h=480&c=c
574,table,898356,철재 1000 좁고 긴 사이드 테이블 대리석 8colors,"73,500원",https://ohou.se/productions/898356/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162493674181920790.jpg?gif=1&w=480&h=480&c=c
575,table,457391,라움 접이식 엔젤 스퀘어 소파테이블,"98,000원",https://ohou.se/productions/457391/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159799946126630539.PNG?gif=1&w=480&h=480&c=c
576,table,199410,로우와이드 포세린 세라믹 원형 골드 소파테이블,"290,000원",https://ohou.se/productions/199410/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157309433630257692.jpg?gif=1&w=480&h=480&c=c
577,table,214296,조인 1350 소파테이블,"144,000원",https://ohou.se/productions/214296/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157568773663659638.png?gif=1&w=480&h=480&c=c
578,table,587958,커피 테이블 좌식 책상 1200,"21,900원",https://ohou.se/productions/587958/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160644154930665641.jpg?gif=1&w=480&h=480&c=c
579,table,111907,스틸 틈새 사이드테이블 3size 16colors,"69,000원",https://ohou.se/productions/111907/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1554699972_102208_19.jpg?gif=1&w=480&h=480&c=c
580,table,760067,빅스퀘어 사각 대리석 티테이블,"475,000원",https://ohou.se/productions/760067/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161667996849432627.jpg?gif=1&w=480&h=480&c=c
581,table,106784,4S 엔슬리 대리석 골드 거실 소파 테이블 4Size_SL034,"235,000원",https://ohou.se/productions/106784/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1553134873442_PmRzm2D.jpg?gif=1&w=480&h=480&c=c
582,table,887877,모듈 아크릴 미니테이블 보조 협탁 선반 카페소품 - 반원형,"71,000원",https://ohou.se/productions/887877/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162426612424991416.png?gif=1&w=480&h=480&c=c
583,table,524538,[10%쿠폰] 담소 티테이블 (폴딩형),"142,000원",https://ohou.se/productions/524538/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160317089983962518.jpg?gif=1&w=480&h=480&c=c
584,table,395079,OLIDA 모듈러 테이블세트,"280,000원",https://ohou.se/productions/395079/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159367013333688922.jpg?gif=1&w=480&h=480&c=c
585,table,164153,[단독특가] 로즈골드 마블 서클(원형) 소파테이블/거실테이블,"279,000원",https://ohou.se/productions/164153/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160082675689094662.jpg?gif=1&w=480&h=480&c=c
586,table,773622,[리퍼] 투웨이 라탄 좌식 테이블,"139,000원",https://ohou.se/productions/773622/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161776298998037471.jpg?gif=1&w=480&h=480&c=c
587,table,496540,로이 LPM 리프트 테이블 1150,"139,000원",https://ohou.se/productions/496540/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1600936812_101871_1.jpg?gif=1&w=480&h=480&c=c
588,table,296274,월넛 라운드 2단 사이드테이블,"139,000원",https://ohou.se/productions/296274/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162250674237662666.jpg?gif=1&w=480&h=480&c=c
589,table,567461,리즈 대리석 협탁 사각 S 침대 쇼파 사이드테이블,"68,900원",https://ohou.se/productions/567461/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1605236426_109537_12.jpg?gif=1&w=480&h=480&c=c
590,table,205773,도브-1000 거실테이블 소파테이블 8colors,"70,500원",https://ohou.se/productions/205773/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157423223561556154.jpg?gif=1&w=480&h=480&c=c
591,table,311379,MORINOKI 뱀부 직사각 유리 협탁,"34,900원",https://ohou.se/productions/311379/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162943565835644420.jpg?gif=1&w=480&h=480&c=c
592,table,961862,GRANBODA 그란보다 네스팅테이블3종,"89,900원",https://ohou.se/productions/961862/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162848213638222950.jpg?gif=1&w=480&h=480&c=c
593,table,549094,노바 세라믹 거실테이블,"268,900원",https://ohou.se/productions/549094/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160438987160415084.jpg?gif=1&w=480&h=480&c=c
594,table,465860,빈티지엔틱 미엘 그레이 커피 거실테이블,"268,000원",https://ohou.se/productions/465860/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1598834629_101440_1.jpg?gif=1&w=480&h=480&c=c
595,table,118450,[기간한정] 비토 대리석 사이드 테이블,"119,000원",https://ohou.se/productions/118450/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1556522857394_ptEwy.jpg?gif=1&w=480&h=480&c=c
596,table,509130,[리퍼]베이직 철제 거실 소파테이블 2size 2colors,"19,900원",https://ohou.se/productions/509130/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160212450771324507.jpg?gif=1&w=480&h=480&c=c
597,table,308578,밀란 원형 천연 대리석 테이블,"130,000원",https://ohou.se/productions/308578/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1589529784_100627_1.jpg?gif=1&w=480&h=480&c=c
598,table,568275,리즈 대리석 협탁 사각패키지A 침대 쇼파 거실 사이드테이블,"128,000원",https://ohou.se/productions/568275/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1605253656_109544_12.jpg?gif=1&w=480&h=480&c=c
599,table,924749,모닉 HPM 원목 입식 소파테이블 Btype/2color DIY,"85,000원",https://ohou.se/productions/924749/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163124037981873761.jpg?gif=1&w=480&h=480&c=c
600,table,25961,위핑 050 트레이 테이블,"85,000원",https://ohou.se/productions/25961/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads%2Fproductions%2F1491305017459_hVtc2ut.jpg?gif=1&w=480&h=480&c=c
601,table,199846,내추럴 원목 사이드 테이블,"22,900원",https://ohou.se/productions/199846/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1573119501_100432_1.jpg?gif=1&w=480&h=480&c=c
602,table,873377,소파/침대 데이 이동식 테이블,"31,300원",https://ohou.se/productions/873377/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162322755312330715.jpg?gif=1&w=480&h=480&c=c
603,table,112333,위트니 세라믹 골드실버 거실 소파 테이블_SL048,"220,000원",https://ohou.se/productions/112333/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1554773851444_sfadKD1.jpg?gif=1&w=480&h=480&c=c
604,table,228640,TINGBY 팅뷔 쇼파 테이블 협탁 2size 3colors,"49,900원",https://ohou.se/productions/228640/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157846701622233584.jpg?gif=1&w=480&h=480&c=c
605,table,165303,라운드 좌식 1000 1200 소파테이블 3color,"70,000원",https://ohou.se/productions/165303/selling?affect_type=ProductCategoryIndex&affect_id=,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157648252457083960.jpg?gif=1&w=480&h=480&c=c
